from	to	Type	Coverage	OdName	AREA	AreaName	REG	RegName	DEV	DevName	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
Czech Republic	Ireland	Emigrants	Foreigners	Ireland	908	Europe	924	Northern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	36	28	39	4	2	4	..	..	..	..	..	..
Czech Republic	Israel	Emigrants	Foreigners	Israel	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	55	69	28	80	113	92	..	..	..	..	..	..
Czech Republic	Italy	Emigrants	Foreigners	Italy	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	2	..	133	128	135	13	13	29	..	..	..	..	..	..
Czech Republic	Jamaica	Emigrants	Foreigners	Jamaica	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	1	0	1	3	1	..	..	..	..	..	..
Czech Republic	Japan	Emigrants	Foreigners	Japan	935	Asia	906	Eastern Asia	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	63	86	98	246	413	311	..	..	..	..	..	..
Czech Republic	Jordan	Emigrants	Foreigners	Jordan	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	10	5	12	9	11	7	..	..	..	..	..	..
Czech Republic	Kazakhstan	Emigrants	Foreigners	Kazakhstan	935	Asia	5500	Central Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	0	..	197	65	43	180	269	139	..	..	..	..	..	..
Czech Republic	Kenya	Emigrants	Foreigners	Kenya	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	4	9	4	4	10	4	..	..	..	..	..	..
Czech Republic	Kuwait	Emigrants	Foreigners	Kuwait	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	9	17	13	4	5	14	..	..	..	..	..	..
Czech Republic	Kyrgyzstan	Emigrants	Foreigners	Kyrgyzstan	935	Asia	5500	Central Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	40	21	27	69	61	23	..	..	..	..	..	..
Czech Republic	Lao People's Democratic Republic	Emigrants	Foreigners	Lao People's Democratic Republic	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	1	0	0	0	0	..	..	..	..	..	..
Czech Republic	Latvia	Emigrants	Foreigners	Latvia	908	Europe	924	Northern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	8	11	13	4	0	2	..	..	..	..	..	..
Czech Republic	Lebanon	Emigrants	Foreigners	Lebanon	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	15	5	10	21	16	9	..	..	..	..	..	..
Czech Republic	Lesotho	Emigrants	Foreigners	Lesotho	903	Africa	913	Southern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	1	0	2	0	5	..	..	..	..	..	..
Czech Republic	Liberia	Emigrants	Foreigners	Liberia	903	Africa	914	Western Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	1	1	0	0	2	..	..	..	..	..	..
Czech Republic	Libya	Emigrants	Foreigners	Libya	903	Africa	912	Northern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	0	..	43	71	39	41	39	47	..	..	..	..	..	..
Czech Republic	Lithuania	Emigrants	Foreigners	Lithuania	908	Europe	924	Northern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	22	17	21	0	0	6	..	..	..	..	..	..
Czech Republic	Luxembourg	Emigrants	Foreigners	Luxembourg	908	Europe	926	Western Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	2	4	0	0	0	..	..	..	..	..	..
Czech Republic	Madagascar	Emigrants	Foreigners	Madagascar	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	0	0	1	..	..	..	..	..	..
Czech Republic	Malawi	Emigrants	Foreigners	Malawi	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	0	0	0	..	..	..	..	..	..
Czech Republic	Malaysia	Emigrants	Foreigners	Malaysia	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	2	6	3	4	11	30	..	..	..	..	..	..
Czech Republic	Maldives	Emigrants	Foreigners	Maldives	935	Asia	5501	Southern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	0	0	1	..	..	..	..	..	..
Czech Republic	Mali	Emigrants	Foreigners	Mali	903	Africa	914	Western Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	4	5	72	..	..	..	..	..	..
Czech Republic	Malta	Emigrants	Foreigners	Malta	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	2	4	0	1	0	0	..	..	..	..	..	..
Czech Republic	Mauritius	Emigrants	Foreigners	Mauritius	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	0	3	2	..	..	..	..	..	..
Czech Republic	Mexico	Emigrants	Foreigners	Mexico	904	Latin America and the Caribbean	916	Central America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	6	13	11	17	30	30	..	..	..	..	..	..
Czech Republic	Mongolia	Emigrants	Foreigners	Mongolia	935	Asia	906	Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	155	270	255	257	474	440	..	..	..	..	..	..
Czech Republic	Morocco	Emigrants	Foreigners	Morocco	903	Africa	912	Northern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	14	9	1	3	20	3	..	..	..	..	..	..
Czech Republic	Mozambique	Emigrants	Foreigners	Mozambique	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	1	0	0	6	..	..	..	..	..	..
Czech Republic	Myanmar	Emigrants	Foreigners	Myanmar	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	1	0	0	1	1	..	..	..	..	..	..
Czech Republic	Namibia	Emigrants	Foreigners	Namibia	903	Africa	913	Southern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3	1	5	2	1	..	..	..	..	..	..
Czech Republic	Nepal	Emigrants	Foreigners	Nepal	935	Asia	5501	Southern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	5	4	1	3	4	5	..	..	..	..	..	..
Czech Republic	Netherlands	Emigrants	Foreigners	Netherlands	908	Europe	926	Western Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	4	..	144	133	107	15	9	25	..	..	..	..	..	..
Czech Republic	New Zealand	Emigrants	Foreigners	New Zealand	909	Oceania	927	Australia and New Zealand	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	19	14	2	22	18	13	..	..	..	..	..	..
Czech Republic	Nicaragua	Emigrants	Foreigners	Nicaragua	904	Latin America and the Caribbean	916	Central America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	1	0	2	0	..	..	..	..	..	..
Czech Republic	Niger	Emigrants	Foreigners	Niger	903	Africa	914	Western Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	0	1	0	5	..	..	..	..	..	..
Czech Republic	Nigeria	Emigrants	Foreigners	Nigeria	903	Africa	914	Western Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	29	32	15	21	20	2	..	..	..	..	..	..
Czech Republic	Norway	Emigrants	Foreigners	Norway	908	Europe	924	Northern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	0	..	19	35	33	0	0	6	..	..	..	..	..	..
Czech Republic	Oman	Emigrants	Foreigners	Oman	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	1	0	0	1	0	..	..	..	..	..	..
Czech Republic	Pakistan	Emigrants	Foreigners	Pakistan	935	Asia	5501	Southern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	44	13	7	11	25	19	..	..	..	..	..	..
Czech Republic	Panama	Emigrants	Foreigners	Panama	904	Latin America and the Caribbean	916	Central America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	3	1	0	3	1	..	..	..	..	..	..
Czech Republic	Paraguay	Emigrants	Foreigners	Paraguay	904	Latin America and the Caribbean	931	South America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	1	1	2	7	7	..	..	..	..	..	..
Czech Republic	Peru	Emigrants	Foreigners	Peru	904	Latin America and the Caribbean	931	South America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	8	3	5	10	12	12	..	..	..	..	..	..
Czech Republic	Philippines	Emigrants	Foreigners	Philippines	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	3	4	7	12	8	..	..	..	..	..	..
Czech Republic	Poland	Emigrants	Foreigners	Poland	908	Europe	923	Eastern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3	16	..	1115	1040	1005	140	96	64	..	..	..	..	..	..
Czech Republic	Portugal	Emigrants	Foreigners	Portugal	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	6	26	31	1	0	42	..	..	..	..	..	..
Czech Republic	Qatar	Emigrants	Foreigners	Qatar	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	0	0	1	..	..	..	..	..	..
Czech Republic	Republic of Korea	Emigrants	Foreigners	Republic of Korea	935	Asia	906	Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	49	26	21	62	114	86	..	..	..	..	..	..
Czech Republic	Republic of Moldova	Emigrants	Foreigners	Republic of Moldova	908	Europe	923	Eastern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	427	491	487	781	1234	964	..	..	..	..	..	..
Czech Republic	Romania	Emigrants	Foreigners	Romania	908	Europe	923	Eastern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	1	..	158	141	113	178	276	333	..	..	..	..	..	..
Czech Republic	Russian Federation	Emigrants	Foreigners	Russian Federation	908	Europe	923	Eastern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	6	..	1917	1007	656	1306	2461	930	..	..	..	..	..	..
Czech Republic	Rwanda	Emigrants	Foreigners	Rwanda	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	0	0	0	18	..	..	..	..	..	..
Czech Republic	Saint Lucia	Emigrants	Foreigners	Saint Lucia	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	0	0	2	0	..	..	..	..	..	..
Czech Republic	Sao Tome and Principe	Emigrants	Foreigners	Sao Tome and Principe	903	Africa	911	Middle Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	1	0	0	0	0	..	..	..	..	..	..
Czech Republic	Saudi Arabia	Emigrants	Foreigners	Saudi Arabia	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	19	31	6	7	22	..	..	..	..	..	..
Czech Republic	Senegal	Emigrants	Foreigners	Senegal	903	Africa	914	Western Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	0	2	1	0	..	..	..	..	..	..
Czech Republic	Serbia	Emigrants	Foreigners	Serbia	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	177	147	..	..	..	..	..	..
Czech Republic	Sierra Leone	Emigrants	Foreigners	Sierra Leone	903	Africa	914	Western Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	0	0	1	2	2	..	..	..	..	..	..
Czech Republic	Singapore	Emigrants	Foreigners	Singapore	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	2	2	5	8	4	..	..	..	..	..	..
Czech Republic	Slovakia	Emigrants	Foreigners	Slovakia	908	Europe	923	Eastern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	62	55	..	14266	18162	21033	1946	629	802	..	..	..	..	..	..
Czech Republic	Slovenia	Emigrants	Foreigners	Slovenia	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	17	8	12	2	1	3	..	..	..	..	..	..
Czech Republic	Somalia	Emigrants	Foreigners	Somalia	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	0	..	0	0	0	0	0	0	..	..	..	..	..	..
Czech Republic	South Africa	Emigrants	Foreigners	South Africa	903	Africa	913	Southern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	6	16	6	12	15	10	..	..	..	..	..	..
Czech Republic	Spain	Emigrants	Foreigners	Spain	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	44	57	47	5	0	5	..	..	..	..	..	..
Czech Republic	Sri Lanka	Emigrants	Foreigners	Sri Lanka	935	Asia	5501	Southern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	9	1	2	2	16	11	..	..	..	..	..	..
Czech Republic	State of Palestine	Emigrants	Foreigners	State of Palestine	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	15	9	6	17	11	5	..	..	..	..	..	..
Czech Republic	Sudan	Emigrants	Foreigners	Sudan	903	Africa	912	Northern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	6	11	3	3	1	3	..	..	..	..	..	..
Czech Republic	Sweden	Emigrants	Foreigners	Sweden	908	Europe	924	Northern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	4	..	47	39	26	2	4	5	..	..	..	..	..	..
Czech Republic	Switzerland	Emigrants	Foreigners	Switzerland	908	Europe	926	Western Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	..	52	41	24	4	2	19	..	..	..	..	..	..
Czech Republic	Syrian Arab Republic	Emigrants	Foreigners	Syrian Arab Republic	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	15	24	9	15	16	12	..	..	..	..	..	..
Czech Republic	Tajikistan	Emigrants	Foreigners	Tajikistan	935	Asia	5500	Central Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	4	4	3	7	11	10	..	..	..	..	..	..
Czech Republic	Thailand	Emigrants	Foreigners	Thailand	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	6	11	16	28	73	63	..	..	..	..	..	..
Czech Republic	The former Yugoslav Republic of Macedonia	Emigrants	Foreigners	The former Yugoslav Republic of Macedonia	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	78	117	43	158	266	142	..	..	..	..	..	..
Czech Republic	Trinidad and Tobago	Emigrants	Foreigners	Trinidad and Tobago	904	Latin America and the Caribbean	915	Caribbean	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	0	4	1	0	..	..	..	..	..	..
Czech Republic	Tunisia	Emigrants	Foreigners	Tunisia	903	Africa	912	Northern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	9	12	4	8	14	11	..	..	..	..	..	..
Czech Republic	Turkey	Emigrants	Foreigners	Turkey	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	38	37	21	70	164	156	..	..	..	..	..	..
Czech Republic	Turkmenistan	Emigrants	Foreigners	Turkmenistan	935	Asia	5500	Central Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	1	1	3	6	3	..	..	..	..	..	..
Czech Republic	Uganda	Emigrants	Foreigners	Uganda	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	1	0	4	3	0	..	..	..	..	..	..
Czech Republic	Ukraine	Emigrants	Foreigners	Ukraine	908	Europe	923	Eastern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	10	..	5749	5428	4933	11392	17157	8670	..	..	..	..	..	..
Czech Republic	United Arab Emirates	Emigrants	Foreigners	United Arab Emirates	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	0	4	0	1	3	1	..	..	..	..	..	..
Czech Republic	United Kingdom of Great Britain and Northern Ireland	Emigrants	Foreigners	United Kingdom of Great Britain and Northern Ireland	908	Europe	924	Northern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	1	..	323	403	317	39	22	31	..	..	..	..	..	..
Czech Republic	United Republic of Tanzania	Emigrants	Foreigners	United Republic of Tanzania	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	2	2	0	0	0	1	..	..	..	..	..	..
Czech Republic	United States of America	Emigrants	Foreigners	United States of America	905	Northern America	905	Northern America	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	8	..	422	621	499	746	1262	871	..	..	..	..	..	..
Czech Republic	Uruguay	Emigrants	Foreigners	Uruguay	904	Latin America and the Caribbean	931	South America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	3	0	0	2	2	..	..	..	..	..	..
Czech Republic	Uzbekistan	Emigrants	Foreigners	Uzbekistan	935	Asia	5500	Central Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	8	13	13	66	164	70	..	..	..	..	..	..
Czech Republic	Venezuela (Bolivarian Republic of)	Emigrants	Foreigners	Venezuela (Bolivarian Republic of)	904	Latin America and the Caribbean	931	South America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	7	6	4	1	6	2	..	..	..	..	..	..
Czech Republic	Viet Nam	Emigrants	Foreigners	Viet Nam	935	Asia	920	South-Eastern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	3	..	1270	931	770	1417	2350	1051	..	..	..	..	..	..
Czech Republic	Yemen	Emigrants	Foreigners	Yemen	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	20	10	13	15	19	15	..	..	..	..	..	..
Czech Republic	Zambia	Emigrants	Foreigners	Zambia	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	1	2	0	3	6	3	..	..	..	..	..	..
Czech Republic	Zimbabwe	Emigrants	Foreigners	Zimbabwe	903	Africa	910	Eastern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	3	1	1	0	2	1	..	..	..	..	..	..
Czech Republic	Unknown	Emigrants	Foreigners	Unknown	999	World	999	World	999	World	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	3	20566	270	152	9	80	6	12	23185	37498	37732	40589	28256	16627
Afghanistan	Czech Republic	Immigrants	Foreigners	Afghanistan	935	Asia	5501	Southern Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	5	..	29	45	24	12	21	105	16	20	32	16	17	29
Albania	Czech Republic	Immigrants	Foreigners	Albania	908	Europe	925	Southern Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12	4	..	35	39	28	40	59	48	30	41	25	16	24	17
Algeria	Czech Republic	Immigrants	Foreigners	Algeria	903	Africa	912	Northern Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	20	33	..	61	48	50	50	57	98	29	32	43	17	47	37
Angola	Czech Republic	Immigrants	Foreigners	Angola	903	Africa	911	Middle Africa	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9	6	..	20	10	7	10	22	25	13	8	3	10	6	1
Argentina	Czech Republic	Immigrants	Foreigners	Argentina	904	Latin America and the Caribbean	931	South America	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2	0	..	17	17	12	9	10	28	13	9	24	28	20	9
Armenia	Czech Republic	Immigrants	Foreigners	Armenia	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	86	36	..	128	121	162	165	224	345	299	279	194	58	82	47
Australia	Czech Republic	Immigrants	Foreigners	Australia	909	Oceania	927	Australia and New Zealand	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8	15	..	59	76	42	62	81	93	73	70	50	36	54	48
Austria	Czech Republic	Immigrants	Foreigners	Austria	908	Europe	926	Western Europe	901	Developed regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	48	35	..	310	273	408	384	111	201	808	605	516	375	234	214
Azerbaijan	Czech Republic	Immigrants	Foreigners	Azerbaijan	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5	6	..	42	24	33	27	67	317	91	110	213	58	154	39
Bahrain	Czech Republic	Immigrants	Foreigners	Bahrain	935	Asia	922	Western Asia	902	Developing regions	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	9	9	8	7	9	56	5	1	..	..	0	0
